codigo,dgenerica,despecifica,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,latitud,longitud
"46026159","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","Púb.","CL","PINTOR SOROLLA","7",46016,"TAVERNES BLANQUES","València","961861363","963387009",3.95105286e+01,-3.65628004e-01
"46026160","INSTITUT D'EDUCACIÓ SECUNDÀRIA","MARÍA CARBONELL I SÁNCHEZ","Púb.","CL","DE L'ESPORT","1",46910,"BENETÚSSER","València","963963302","963762936",3.94199562e+01,-4.01908010e-01
"03003796","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN FRANCISCO DE ASÍS","Priv.","CL","CONVENTO","40",3820,"COCENTAINA","Alacant","965592544","965592544",3.87372818e+01,-4.42950994e-01
"03005161","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ALCUDIA","Púb.","CL","PEDRO JUAN PERPIÑAN","83",3204,"ELX","Alacant","966913135","966913136",3.82589760e+01,-7.10174024e-01
"03009622","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BAIX VINALOPÓ","Púb.","CL","DOCTOR CARO","84",3201,"ELX","Alacant","966915125","966915126",3.82702370e+01,-7.00486004e-01
"03004697","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CASABLANCA","Púb.","AV","ÁNGEL CASTAÑO","S/N",3206,"ELX","Alacant","966915270","966915271",3.82767143e+01,-7.03704000e-01
"03010788","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","EL PLA","Púb.","CL","MANUEL ALCARAZ MORA","S/N",3204,"ELX","Alacant","966915350","966915351",3.82546005e+01,-7.07845986e-01
"03012359","ESCOLA OFICIAL D'IDIOMES",,"Púb.","CL","JOSEP LLUÍS BARCELÓ I RODRIGUEZ ADVOCAT","1",3202,"ELX","Alacant","965421907","965455716",3.82746277e+01,-6.90560997e-01
"03004600","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","EUGENIO D'ORS","Púb.","CL","DIEGO PASCUAL OLIVER","S/N",3206,"ELX","Alacant","966915425","966915426",3.82784233e+01,-7.11987019e-01
"03010405","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JULIO M.LÓPEZ OROZCO","Púb.","AV","DE LES CORTS VALENCIANES","S/N",3205,"ELX","Alacant","966913140","966913141",3.82742195e+01,-7.16879010e-01
"03005859","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANTÍSIMO CRISTO","Púb.","CL","CUESTA GRUPO ESCOLAR","S/N",3740,"GATA DE GORGOS","Alacant","965756429","966469009 ",3.87704735e+01,8.37170035e-02
"03006301","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ELOY COLOMA","Púb.","AV","DE LA CONSTITUCIÓN","S/N",3100,"XIXONA","Alacant","965626011","965626011",3.85420990e+01,-5.05993009e-01
"03006335","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","FRANCISCO CLOQUELL","Púb.","CL","LA SAFOR","S/N",3860,"ORXA (L')","Alacant","966527530","966527531",3.88440514e+01,-3.09430003e-01
"46000249","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SANTA ANA Y SAN JOSÉ DE LA MONTAÑA","Priv.","PZ","DE LA IGLESIA","10",46470,"ALBAL","València","961261984","961266426",3.93970871e+01,-4.14712012e-01
"46010577","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","MERCERATOR","Priv.","CL","PADRE VIÑAS","66-68",46019,"VALENCIA","València","963389894","963662742",3.94937935e+01,-3.70799005e-01
"46000602","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LA PURÍSIMA","Priv.","CL","RAMBLA","2",46600,"ALZIRA","València","962411239","962414451",3.91532516e+01,-4.42274988e-01
"46001990","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DEL CARMEN","Priv.","AV","PAÍS VALENCIÀ","70",46117,"BÉTERA","València","961601123","961698032",3.95892181e+01,-4.63164002e-01
"46002121","CENTRO PRIVADO E. INFANTIL, PRIMARIA Y SECUNDARIA","SAGRADA FAMILIA-ATALAYA","Priv.","CL","DOCTOR FACUNDO TOMÁS","2",46360,"BUÑOL","València","962500054","962504568",3.94228516e+01,-7.90533006e-01
"46014212","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ARGOS","Priv.","AV","BURJASSOT","291",46015,"VALENCIA","València","963490734","963490734",3.94975243e+01,-3.99112999e-01
"46014194","CENTRE PRIVAT D'EDUCACIÓ ESPECIAL","AUXILIA","Priv.","CL","GRAVADOR FABREGAT","5-B",46019,"VALENCIA","València","963725082","963553143",3.94965248e+01,-3.72666001e-01
"03013741","CONSERVATORI ELEMENTAL DE MÚSICA","MESTRE BERENGUER","Púb.","CL","COLÓN","45",3725,"TEULADA","Alacant","965740488","965740166",3.87284966e+01,1.01692997e-01
"46016841","CENTRE AUT. D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS D'ARTS PLÀSTIQUES I DISSENY","BARREIRA ARTE Y DISEÑO","Priv.","CL","SAN JACINTO","1",46008,"VALENCIA","València","961130354","961130359",3.94754906e+01,-3.89411002e-01
"46011028","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","CLARET","Priv.","CL","SOLEDAD DOMENECH","8-12",46020,"VALENCIA","València","963694351","963694351",3.94840698e+01,-3.61851007e-01
"46012896","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","ESCUELA PROFESIONAL XAVIER","Priv.","CL","PINTOR LÓPEZ","8",46003,"VALENCIA","València","963918200","963915064",3.94781303e+01,-3.73052001e-01
"46011387","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ESCUELAS PÍAS-MALVARROSA","Priv.","CL","GRAN CANARIA","15",46011,"VALENCIA","València","963716277","963724041",3.94817848e+01,-3.29457015e-01
"46010231","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ESCOLÀPIES VALÈNCIA","Priv.","GV","FERNANDO EL CATÓLICO","23",46008,"VALENCIA","València","963852331","963820499",3.94709358e+01,-3.85998994e-01
"46013955","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","MAESTRO VICTORIO MONTES","Púb.","CL","LAS CRUCES","36",46310,"VENTA DEL MORO","València","962185086",,3.94842262e+01,-1.35817397e+00
"46002829","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA PAU","Púb.","PZ","MÚSICO NICOLAU GARCÍA","S/N",46171,"CASINOS","València","962700070","962700070",3.96980247e+01,-7.05142021e-01
"46007670","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JOSÉ ROMEU","Púb.","CL","ALORCO","42",46500,"SAGUNT","València","962617330","962617331",3.96802444e+01,-2.71975011e-01
"46007581","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BALADRE","Púb.","CL","JUAN MARTORELL","2",46520,"SAGUNT PUERTO SAGUNTO (EL)","València","962617320","962617321",3.96720009e+01,-2.41881996e-01
"46016531","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","VICENTE BLASCO IBÁÑEZ","Púb.","CL","GALILEO","S/N",46380,"CHESTE","València","962510390","962510390",3.94970779e+01,-6.82793975e-01
"46007517","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CERVANTES","Púb.","AV","9 DE OCTUBRE","15",46520,"SAGUNT PUERTO SAGUNTO (EL)","València","962617310","962617311",3.96604996e+01,-2.24800006e-01
"46015666","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VICTORIA Y JOAQUÍN RODRIGO","Púb.","AV","JUAN DE AUSTRIA","S/N",46520,"SAGUNT PUERTO SAGUNTO (EL)","València","962617350","962617351",3.96648064e+01,-2.36130998e-01
"46017641","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VICENTE PLA PAREDES","Púb.","CL","ERNESTO ANDREU MINGUET","S/N",46910,"SEDAVÍ","València","961205110","961205111",3.94268684e+01,-3.80519986e-01
"46008017","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","RAMÓN LAPORTA","Púb.","AV","RAMON LAPORTA","S/N",46320,"SINARCAS","València","962169115","962169116",3.97332802e+01,-1.23292196e+00
"46011491","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","TRAFALGAR","Priv.","CL","RODRIGO PERTEGAZ","29",46023,"VALENCIA","València","963302494","963360873",3.94614792e+01,-3.42851996e-01
"03012013","CENTRE D'EDUCACIÓ ESPECIAL","COMARCAL RAQUEL PAYA","Púb.","PD","MADRIGUERES SUD","74",3700,"DÉNIA","Alacant","966428880","966428881",3.88371849e+01,9.66020003e-02
"03014058","ESCOLA PRIVADA DE MÚSICA","AMANDO BLANQUER","Priv.","CL","LA CORDETA","10",3801,"ALCOI","Alacant","965545418",,3.86957588e+01,-4.72391009e-01
"03014496","INSTITUT D'EDUCACIÓ SECUNDÀRIA",,"Púb.","CL","AUSIÀS MARCH","S/N",3510,"CALLOSA D'EN SARRIÀ","Alacant","965880855","965882512",3.86554909e+01,-1.20222002e-01
"03014538","INSTITUT D'EDUCACIÓ SECUNDÀRIA","MISTERI D'ELX","Púb.","AV","DE LA UNIVERSITAT D'ELX","1",3202,"ELX","Alacant","965450333","965450366",3.82733231e+01,-6.89697981e-01
"03014617","COLEGIO DE EDUCACIÓN PRIMARIA","PINTOR SOROLLA","Púb.","AV","RONDA","S/N",3600,"ELDA","Alacant","965388257","965388257",3.84658279e+01,-7.91530013e-01
"03016250","ESCOLA EUROPEA","DE ALICANTE","Púb.","AV","LOCUTOR VICENTE HIPÓLITO","S/N",3540,"ALACANT","Alacant","965269595","965269777",3.83730507e+01,-4.31405991e-01
"12006238","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","MULTIMÁTICA DEL MEDITERRÁNEO","Priv.","CL","MUSEROS","10",12005,"CASTELLÓ DE LA PLANA","Castelló","964260006","964229447",3.99786568e+01,-3.28200012e-02
"46026184","ESCOLA INFANTIL DE PRIMER CICLE","PRADA","Púb.","CL","PADRE ESTANISLAO","23",46610,"GUADASSUAR","València","962571309",,3.91896095e+01,-4.80008006e-01
"03016316","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","CENTRO POLIVALENTE SOCIAL Y EDUCATIVO","Priv.","CL","SAN LORENZO","19",3007,"ALACANT","Alacant","637124318","966086691",3.83414536e+01,-5.13139009e-01
"46024072","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANT ISIDRE","Púb.","CL","ANDREU ALABARTA","43",46014,"VALENCIA","València","961205510","961205511",3.94513969e+01,-4.03061002e-01
"46024084","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","HUMANISTA MARINER","Púb.","CL","HUMANISTA MARINER","S/N",46014,"VALENCIA","València","961205495","961205496",3.94596329e+01,-3.94434988e-01
"46024096","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CAMP DE TÚRIA","Púb.","AV","DEL PAÍS VALENCIÀ","86",46117,"BÉTERA","València","961602777","961602813",3.95871239e+01,-4.60700989e-01
"46024138","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","HADA UN MUNDO MÁGICO","Priv.","CL","MALVARROSA","1",46183,"ELIANA (L')","València","962743891",,3.95616150e+01,-5.50248027e-01
"46024141","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","ISFE, ESCUELA VALENCIANA DE INFORMÁTICA","Priv.","CL","RAMON LLULL","5",46021,"VALENCIA","València","963624500",,3.94751854e+01,-3.47604007e-01
"03015531","SECCIÓ D'EDUCACIÓ SECUNDÀRIA","AGOST DE L'I.E.S. SAN VICENTE","Púb.","AV","DE ELDA","3-5",3698,"AGOST","Alacant","965626698","965626699",3.84378090e+01,-6.42962992e-01
"03015543","INSTITUT D'EDUCACIÓ SECUNDÀRIA","EL PLA","Púb.","AV","CIUDAD LEÓN DE NICARAGUA","8",3015,"ALACANT","Alacant","965261182","965261162",3.83609467e+01,-4.68834013e-01
"46024163","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PETETE","Priv.","CL","FLORISTA","7-B",46015,"VALENCIA","València","963407560","963480803",3.94901199e+01,-3.91474009e-01
"46024175","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL EL CARAGOL","Púb.","CL","BARRANCO","67",46780,"OLIVA","València","962850668",,3.89192581e+01,-1.24537997e-01
"46024187","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","SAN PASCUAL BAYLÓN","Priv.","CL","DOCTOR MOLINER","10",46010,"VALENCIA","València","963695663","963695663",3.94763794e+01,-3.62666994e-01
"03015634","INSTITUTO DE EDUCACIÓN SECUNDARIA",,"Púb.","CL","RAFAEL ALBERTI","S/N",3369,"RAFAL","Alacant","966752404","966752404",3.81014557e+01,-8.49708021e-01
"03015646","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VELES E VENTS","Púb.","AV","DE LES CORTS VALENCIANES","1",3580,"ALFÀS DEL PI (L')","Alacant","966870900","966870901",3.85737686e+01,-9.22679976e-02
"46024345","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","DAMA DE ELCHE","Priv.","CL","DAMA DE ELCHE","14",46023,"VALENCIA","València",,,3.94619904e+01,-3.43282014e-01
"46024357","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LA ESTRELLA","Priv.","CL","PEDRO ALEXANDRE","12-BA",46006,"VALENCIA","València","963339315","963339315",3.94608154e+01,-3.64028990e-01
"03015658","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL DON CRISPÍN","Púb.","CL","SAX","9",3205,"ELX","Alacant","965446205",,3.82742119e+01,-7.21129000e-01
"46024382","SECCIÓ D'EDUCACIÓ SECUNDÀRIA","L'ALCÚDIA DE CRESPINS DE L'I.E.S. SIVERA FONT","Púb.","CL","SENYERA","1",46690,"ALCÚDIA DE CRESPINS (L')","València","962246211","962243218",3.89704361e+01,-5.94205976e-01
"46024394","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LA GRANOTA","Priv.","CL","POETA ESPRONCEDA","S/N",46900,"TORRENT","València","961553913",,3.94380341e+01,-4.61124986e-01
"46024424","INSTITUT D'EDUCACIÓ SECUNDÀRIA",,"Púb.","AV","CORTS VALENCIANES","51",46290,"ALCÀSSER","València","961230860","961230857",3.93682442e+01,-4.40268993e-01
"46024436","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","CAP I CUA","Priv.","CL","EL SALVADOR","18",46900,"TORRENT","València","961572071","961572071",3.94347878e+01,-4.71138000e-01
"03001544","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","AUSIÀS MARCH","Púb.","CL","CERES","S/N",3009,"ALACANT","Alacant","965919030","965919031",3.83600502e+01,-4.94024992e-01
"03009683","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","AZORÍN","Púb.","CL","BIOLOGO KONRAD LORENZ","5",3015,"ALACANT","Alacant","965249453","965251963",3.83637924e+01,-4.70627993e-01
"03010570","CENTRE D'EDUCACIÓ ESPECIAL","SANTO ÁNGEL DE LA GUARDA","Púb.","CL","VIRGEN DEL PUIG","17",3009,"ALACANT","Alacant","965173343","965173343",3.83692169e+01,-4.99899000e-01
"03001568","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JOAQUÍN SOROLLA","Púb.","CL","ALBACETE","S/N",3005,"ALACANT","Alacant","965936270","965936271",3.83507843e+01,-4.97485012e-01
"03001571","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CARLOS ARNICHES","Púb.","CL","ALONSO CANO","19",3014,"ALACANT","Alacant","965919740","965919741",3.83646545e+01,-4.80233014e-01
"03002238","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA CONDOMINA","Púb.","AV","PAÍSES ESCANDINAVOS (PLAYA SAN JUAN)","17",3540,"ALACANT","Alacant","965936300","965936301",3.83722534e+01,-4.18045998e-01
"03011161","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","EL PALMERAL","Púb.","CL","PORTET DE MORAIRA","2",3008,"ALACANT","Alacant","965919760","965919761",3.83311386e+01,-5.12215972e-01
"03011124","ESCOLA D'ART I SUPERIOR DE DISSENY",,"Púb.","CL","DEL CLOT","12",3011,"ALACANT","Alacant","965170098","965170061",3.83777885e+01,-4.95081991e-01
"03001246","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","SAN JUAN DE LA CRUZ","Priv.","CL","GENERAL ESPARTERO","6",3012,"ALACANT","Alacant","965248181",,3.83586006e+01,-4.82829988e-01
"03012153","CONSERVATORI PROFESSIONAL DE DANSA","JOSÉ ESPADERO","Púb.","AV","JAIME MAS PORCEL","S/N",3005,"ALACANT","Alacant","965141794","965203589",3.83527298e+01,-4.93005991e-01
"12003572","CENTRE PRIVAT DE PREESCOLAR","MABECAR","Priv.","CM","ALMALAFA","57",12005,"CASTELLÓ DE LA PLANA","Castelló","964235702",,3.99762383e+01,-3.08989994e-02
"46024965","SECCIÓ D'EDUCACIÓ SECUNDÀRIA","PATERNA - LA CAÑADA DE L'I.E.S. HENRI MATISSE","Púb.","CL","434","S/N",46182,"PATERNA CAÑADA (LA)","València","961323764","961329757",3.95205498e+01,-4.79519993e-01
"46024977","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL REAL DE GANDIA ","Púb.","AV","GERMANIES","S/N",46727,"REAL DE GANDÍA","València","962875195","962876824",3.89491768e+01,-1.90555006e-01
"03015920","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL ELS PEIXOS","Púb.","CL","ALICANTE","33",3610,"PETRER","Alacant","965375406","966951160",3.84841805e+01,-7.86327004e-01
"46024990","INSTITUT D'EDUCACIÓ SECUNDÀRIA","EL QUINT","Púb.","CM","DE LES ÀNIMES","S/N",46190,"RIBA-ROJA DE TÚRIA","València","962779612","962779664",3.95481796e+01,-5.62260985e-01
"03015932","SECCIÓ D'EDUCACIÓ SECUNDÀRIA","DÉNIA DE L'I.E.S. HISTORIADOR CHABÀS","Púb.","CL","LLANXA","4",3700,"DÉNIA","Alacant","965786870","965788977",3.88449707e+01,9.60550010e-02
"46025039","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","JESÚS NIÑO","Priv.","CL","MAESTRO CHAPÍ","28",46100,"BURJASSOT","València","963902766","963623880",3.95034904e+01,-4.15926993e-01
"46024539","CENTRE AUTORITZAT ELEMENTAL DE DANSA","ESCUELA TALLER DE DANZA","Priv.","CL","PADRE CARLOS FERRÍS","52",46702,"GANDIA","València","962872910",,3.89618149e+01,-1.84627995e-01
"46024205","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","NATURA","Priv.","CL","DOLORES ALCAIDE","14",46007,"VALENCIA","València","963215367","961504563",3.94564896e+01,-3.85293990e-01
"46024242","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","BAMBI","Priv.","CL","PINTOR SALVADOR ABRIL","41",46005,"VALENCIA","València","963735598","963735598",3.94613609e+01,-3.68986011e-01
"46024254","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL COLE","Priv.","CM","VIEJO DE XIRIVELLA","31",46014,"VALENCIA","València","963599218",,3.94725037e+01,-4.10905004e-01
"46023675","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","REDOLINS","Priv.","AV","CONSTITUCIÓN","221",46019,"VALENCIA","València","963652000","963652000",3.94957161e+01,-3.71454000e-01
"46024281","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","ANAIA","Priv.","CL","JOSÉ DE ORGA","7",46022,"VALENCIA","València","963724573","963724573",3.94703255e+01,-3.45155001e-01
"46024291","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL OSITO AZUL","Priv.","CL","REVERENDO JOSÉ NOGUERA","26",46017,"VALENCIA","València","963781491",,3.94438171e+01,-3.92396003e-01
"46021952","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL GESMIL","Púb.","CL","TRINQUETE","5",46940,"MANISES","València","961520709","961547126",3.94915733e+01,-4.61544007e-01
"03015580","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL LES FONTANELLES","Púb.","AV","DEL MUNICIPI","18",3502,"BENIDORM","Alacant","965856802","966830561",3.85453949e+01,-1.21783003e-01
"03015592","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL DON HONORIO","Púb.","CL","SAX","5",3205,"ELX","Alacant","965446227","965446227",3.82755508e+01,-7.19497025e-01
"03015609","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL DON JULIO","Púb.","CL","SAX","1",3205,"ELX","Alacant","965446219","965446219",3.82770767e+01,-7.16947973e-01
"03015610","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL ROSA FERNÁNDEZ","Púb.","CL","TARONGER","47",3203,"ELX","Alacant","965454744","965454744",3.82629013e+01,-6.79863989e-01
"12005921","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LLEDÓ, INTERNATIONAL SCHOOL","Priv.","CM","CAMINÀS","175",12003,"CASTELLÓ DE LA PLANA","Castelló","964723170","964723171",4.00010643e+01,-2.15109996e-02
"03006955","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","NUESTRA SEÑORA DEL PILAR","Púb.","CL","VEGA BAJA","S/N",3325,"ORIHUELA CAMPANETA (LA)","Alacant","966740766","966736789",3.80899925e+01,-8.94945979e-01
"03007546","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","EL CARRASCAL","Púb.","CL","CALVARIO","8",3792,"PARCENT","Alacant","966409945","966409946",3.87459831e+01,-6.65189996e-02
"03011896","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","EL TRINQUET","Púb.","CL","CANONGE VALERIA COSTA","7",3750,"PEDREGUER","Alacant","966428875","966428876",3.87924004e+01,3.09629999e-02
"03010351","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA FOIA","Púb.","CL","VENEZUELA","1",3610,"PETRER","Alacant","965372399","965372399",3.84829483e+01,-7.66821980e-01
"03007698","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","9 D'OCTUBRE","Púb.","AV","BASSA PERICO","11",3610,"PETRER","Alacant","965370505","966955770",3.84811516e+01,-7.72960007e-01
"03007704","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","REYES CATÓLICOS","Púb.","CL","VILLAFRANQUEZA","S/N",3610,"PETRER","Alacant","965370511","966952578",3.84859619e+01,-7.81230986e-01
"03010363","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VIRREY POVEDA","Púb.","CL","VIRREY POVEDA","20",3610,"PETRER","Alacant","965370954",,3.84811249e+01,-7.77625978e-01
"03007790","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANTA CATALINA","Púb.","CL","SANCHIS GUARNER","S/N",3650,"PINÓS (EL)","Alacant","965477310","966966002",3.84072151e+01,-1.03921199e+00
"03007881","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANT ROC","Púb.","CL","PARTIDA TEROL","S/N",3520,"POLOP","Alacant","966870925","966870926",3.86128960e+01,-1.35752007e-01
"03007947","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","SAGRADOS CORAZONES","Púb.","CL","JUAN XXIII","S/N",3370,"REDOVÁN","Alacant","966904270","966904271",3.81134491e+01,-9.08120990e-01
"03008460","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","CERVANTES","Púb.","CL","AZORÍN","1",3630,"SAX","Alacant","965474715","965474715",3.85351677e+01,-8.18471014e-01
"03008526","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","AUSIÀS MARCH","Púb.","CL","REVOLTES","20",3779,"POBLETS (ELS) SETLA","Alacant","966428845","966428846",3.88505135e+01,1.89469997e-02
"12004710","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA","CENTRE ESTUDIS MUSICALS D'ONDA","Priv.","CL","DE LA CONCEPCIÓN","62",12200,"ONDA","Castelló","964033884","964033884",3.99638824e+01,-2.67580003e-01
"12004722","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","EL PEIXET","Priv.","CM","PEÑISCOLA, KM. 3 .PDA. MEZQUITA",,12598,"PENÍSCOLA","Castelló","964472920",,4.03912582e+01,4.05613989e-01
"12003286","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","KINDER PARK","Priv.","CL","ERMITA","234",12540,"VILA-REAL","Castelló","964522029",,3.99500313e+01,-1.09240003e-01
"03009051","INSTITUT D'EDUCACIÓ SECUNDÀRIA","LA MALLADETA","Púb.","CL","DIPUTADA ÁNGELA LLINARES","1",3570,"VILA JOIOSA (LA)","Alacant","965890650","966851154",3.85127907e+01,-2.27617994e-01
"12001356","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JAUME I","Púb.","CM","VELL D'ALCORA","15",12006,"CASTELLÓ DE LA PLANA","Castelló","964739380","964739381",3.99868660e+01,-5.37139997e-02
"03008915","INSTITUT D'EDUCACIÓ SECUNDÀRIA","MARCOS ZARAGOZA","Púb.","CL","FERROCARRIL","22",3570,"VILA JOIOSA (LA)","Alacant","965891604","965891919",3.85047798e+01,-2.41194993e-01
"03008666","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","INMACULADA CONCEPCIÓN","Púb.","CL","ORIHUELA","69",3181,"TORREVIEJA","Alacant","966926715","966926716",3.79815598e+01,-6.87053025e-01
"03008678","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","VIRGEN DEL CARMEN","Púb.","CL","TABARCA","S/N",3183,"TORREVIEJA","Alacant","965290120","965290121",3.79911842e+01,-6.69800997e-01
"46019891","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","MADRE PETRA","Priv.","CL","VIRGEN DE GUADALUPE","5",46901,"TORRENT MONTE VEDAT","València","961554512","961554512",3.94169922e+01,-4.91522998e-01
"03014150","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","ELISA TOMÁS YUSTI","Priv.","CL","CAMINO DEL FARO","31",3540,"ALACANT","Alacant","965263021",,3.83604431e+01,-4.16074991e-01
"46004413","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","EDELWEISS","Priv.","CL","PINO PANERA","19",46110,"GODELLA","València","963638081","963639940",3.95332947e+01,-4.30602014e-01
"46004346","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADO CORAZÓN","Priv.","PZ","SANTA MAGDALENA SOFÍA","1",46110,"GODELLA","València","963638150","963900455",3.95172615e+01,-4.07481015e-01
"46006771","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN RAFAEL","Priv.","CL","PIZARRO","9",46185,"POBLA DE VALLBONA (LA)","València","962760105","961661702",3.95949745e+01,-5.53864002e-01
